,a01,Savings in past year,Current Savings,Total Savings,Saving Frequency,Savings diversification
4663,3415.0,1,0,0.0,0.0,1
4664,3416.0,1,0,0.0,0.0,1
4665,3417.0,1,0,0.0,0.0,1
4666,3418.0,1,0,0.0,0.0,1
4667,3419.0,1,0,0.0,0.0,1
4668,3420.0,1,0,0.0,0.0,1
4669,3421.0,1,0,0.0,0.0,1
4670,3422.0,1,0,0.0,0.0,1
4671,3423.0,1,1,4000.0,6.0,1
4672,3424.0,1,1,200000.0,1.0,1
4673,3426.0,1,1,24000.0,5.0,1
4674,3427.0,1,1,7200.0,5.0,1
4675,3429.0,1,1,700.0,6.0,1
4676,3430.0,1,1,162000.0,2.0,2
4678,3431.0,1,1,400000.0,1.0,1
4679,3432.0,1,1,80000.0,1.0,1
4680,3433.0,1,0,0.0,0.0,1
4681,3434.0,1,0,0.0,0.0,1
4682,3435.0,1,1,13330.0,6.0,3
4685,3436.0,1,1,1800.0,6.0,2
4687,3437.0,1,0,0.0,0.0,1
4688,3438.0,1,0,0.0,0.0,1
4689,3439.0,1,1,5000.0,1.0,1
4690,3440.0,1,0,0.0,0.0,1
4691,3441.0,1,1,6000.0,1.0,1
4692,3442.0,1,1,2050.0,6.0,1
4693,3443.0,0,0,0.0,0.0,1
4694,3444.0,0,0,0.0,0.0,1
4695,3445.0,1,1,7550.0,5.0,1
4696,3446.0,1,0,0.0,0.0,1
4697,3447.0,1,0,0.0,0.0,1
4698,3448.0,1,1,370000.0,1.0,1
4699,3449.0,0,0,0.0,0.0,1
4700,3450.0,0,0,0.0,0.0,1
4701,3451.0,1,1,150000.0,1.0,1
4703,3452.0,1,1,23656.0,6.0,2
4704,3453.0,1,0,0.0,0.0,1
4706,3454.0,1,1,16400.0,6.0,2
4707,3456.0,1,0,0.0,0.0,1
4708,3457.0,1,1,300000.0,1.0,1
4709,3458.0,1,1,110000.0,5.0,1
4710,3459.0,0,0,0.0,0.0,1
4711,3461.0,1,1,44984.0,6.0,3
4714,3462.0,1,1,8930.0,6.0,1
4715,3463.0,1,0,0.0,0.0,1
4716,3464.0,0,0,0.0,0.0,1
4717,3465.0,1,1,60000.0,1.0,1
4718,3466.0,1,1,260000.0,1.0,2
4720,3468.0,1,1,3650.0,6.0,1
4721,3469.0,1,1,120000.0,1.0,1
4722,3470.0,1,1,25000.0,1.0,1
4723,3471.0,1,1,35050.0,5.0,2
4725,3472.0,1,1,3325.0,6.0,1
4726,3473.0,0,0,0.0,0.0,1
4727,3474.1,1,1,80400.0,5.0,2
4729,3474.2,1,1,118392.0,6.0,2
4731,3475.0,1,1,60320.0,6.0,2
4733,3476.0,1,0,0.0,0.0,1
4734,3477.0,1,0,0.0,0.0,1
4735,3478.0,1,1,21400.0,5.0,1
4736,3479.0,1,0,0.0,0.0,1
4737,3480.0,1,1,72000.0,1.0,1
4738,3481.0,1,1,57000.0,1.0,1
4739,3482.1,1,0,0.0,0.0,1
4740,3482.2,1,0,0.0,0.0,1
4741,3483.0,1,1,23253.0,6.0,3
4744,3485.0,0,0,0.0,0.0,1
4745,3486.0,1,1,68000.0,6.0,3
4748,3487.0,0,0,0.0,0.0,1
4749,3488.0,1,0,0.0,0.0,1
4750,3489.0,1,0,0.0,0.0,1
4751,3490.0,1,0,0.0,0.0,1
4752,3491.0,1,1,1200.0,5.0,1
4753,3492.0,1,0,0.0,0.0,1
4754,3493.0,1,1,9000.0,5.0,1
4755,3494.0,0,0,0.0,0.0,1
4756,3495.0,1,1,350000.0,1.0,2
4759,3496.0,1,1,70000.0,5.0,2
4760,3497.0,1,1,4085.0,6.0,1
4761,3498.0,1,0,0.0,0.0,1
4762,3499.0,1,1,25000.0,1.0,1
4763,3501.0,1,1,140000.0,1.0,2
4765,3502.0,1,1,6350.0,6.0,1
4766,3503.0,1,1,5537.0,6.0,3
4769,3504.0,1,1,104278.0,6.0,2
4771,3505.0,1,1,50000.0,1.0,1
4772,3506.1,1,1,122405.0,6.0,2
4774,3506.2,1,0,0.0,0.0,1
4775,3507.1,1,1,14298.0,6.0,1
4776,3507.2,0,0,0.0,0.0,1
4777,3508.0,1,1,206305.0,6.0,3
4780,3510.0,1,1,320000.0,5.0,2
4782,3511.0,1,1,200000.0,1.0,1
4783,3512.0,1,1,25000.0,1.0,1
4784,3513.1,1,1,200000.0,1.0,1
4785,3513.2,1,1,150000.0,1.0,1
4786,3514.0,1,1,5286.0,6.0,1
4787,3515.0,1,1,12320.0,6.0,2
4789,3516.0,1,1,1500000.0,1.0,2
4791,3517.1,1,1,20425.0,6.0,1
4792,3517.2,1,1,150000.0,5.0,1
4793,3517.3,1,1,500000.0,1.0,1
4794,3517.4,1,1,60000.0,5.0,1
4795,3518.0,1,1,7950.0,6.0,1
4796,3519.0,1,1,8720.0,6.0,1
4797,3520.0,1,1,7350.0,6.0,1
4798,3521.0,1,1,60000.0,1.0,1
4799,3522.0,1,0,0.0,0.0,1
4800,3523.0,1,1,450000.0,1.0,1
4801,3524.0,1,1,75500.0,2.0,2
4803,3525.0,1,0,0.0,0.0,1
4804,3526.0,1,0,0.0,0.0,1
4805,3527.0,1,0,0.0,0.0,1
4806,3528.0,1,1,5630.0,6.0,1
4807,3529.0,1,0,0.0,0.0,1
4808,3530.0,0,0,0.0,0.0,1
4809,3531.0,1,1,4730.0,6.0,1
4810,3532.1,1,1,50000.0,1.0,1
4811,3532.2,1,1,2225.0,6.0,1
4812,3533.1,1,0,0.0,0.0,1
4813,3533.2,1,1,20985.0,6.0,2
4815,3534.0,0,0,0.0,0.0,1
4816,3535.0,0,0,0.0,0.0,1
4817,3536.1,1,1,1485.0,5.0,1
4818,3536.2,0,0,0.0,0.0,1
4819,3537.0,1,1,121420.0,6.0,3
4822,3538.0,1,1,3430.0,6.0,1
4823,3539.0,1,0,0.0,0.0,1
4824,3540.0,1,1,450.0,5.0,1
4825,3541.0,1,1,30690.0,6.0,3
4828,3542.0,1,1,120000.0,1.0,1
4829,3543.0,1,1,20450.0,5.0,2
4831,3544.0,1,1,685.0,6.0,1
4832,3545.0,0,0,0.0,0.0,1
4833,3546.0,1,1,130000.0,1.0,1
4834,3547.0,1,1,2420.0,6.0,1
4835,3548.0,1,0,0.0,0.0,1
4836,3549.0,1,1,26980.0,5.0,2
4838,3550.0,1,1,45000.0,5.0,1
4839,3551.0,1,1,500000.0,1.0,2
4841,3552.0,1,0,0.0,0.0,1
4842,3553.0,0,0,0.0,0.0,1
4843,3554.0,1,1,2124.0,6.0,1
4844,3555.0,1,0,0.0,0.0,1
4845,3556.0,1,1,200000.0,1.0,1
4848,3557.0,1,1,338161.0,6.0,3
4850,3558.0,1,1,39730.0,6.0,3
4852,3559.0,1,1,16650.0,6.0,2
4854,3560.1,0,0,0.0,0.0,1
4855,3560.2,0,0,0.0,0.0,1
4856,3561.0,1,1,70000.0,1.0,1
4857,3564.0,1,1,3600.0,5.0,1
4858,3565.0,0,0,0.0,0.0,1
4859,3566.0,1,1,8200.0,1.0,2
4861,3567.0,1,1,13000.0,5.0,3
4864,3568.0,1,0,0.0,0.0,1
4865,3569.0,1,1,2000.0,6.0,2
4867,3570.0,1,1,25000.0,6.0,2
4870,3571.0,1,1,1905.0,6.0,2
4871,3572.0,1,1,5000.0,6.0,1
4872,3573.0,1,1,2500.0,5.0,1
4873,3574.0,1,1,2200.0,6.0,1
4874,3576.0,1,1,96500.0,7.0,3
4877,3578.0,1,1,3500.0,5.0,1
4878,3579.0,1,1,30000.0,5.0,1
4879,3580.0,1,1,1000000.0,2.0,1
4880,3581.0,0,0,0.0,0.0,1
4881,3582.0,0,0,0.0,0.0,1
4882,3583.0,1,1,60000.0,1.0,1
4883,3584.0,1,1,15500.0,5.0,2
4885,3585.0,0,0,0.0,0.0,1
4887,3586.0,1,1,58000.0,2.0,2
4888,3587.0,1,1,60000.0,1.0,1
4889,3588.1,1,0,0.0,0.0,1
4890,3588.2,1,1,18000.0,5.0,2
4892,3590.0,1,1,1850.0,6.0,2
4895,3591.0,1,1,330400.0,5.0,3
4897,3592.0,1,1,20000.0,1.0,1
4898,3593.0,0,0,0.0,0.0,1
4899,3594.0,1,0,0.0,0.0,1
4900,3595.0,1,1,2000.0,1.0,1
4901,3596.0,1,1,800.0,6.0,1
4902,3597.0,1,0,0.0,0.0,1
4903,3598.0,1,1,200000.0,1.0,1
4904,3599.0,0,0,0.0,0.0,1
4905,3600.0,1,0,0.0,0.0,1
4906,3601.0,1,1,72000.0,6.0,3
4909,3602.0,1,1,12000.0,1.0,1
4910,3603.0,1,1,2200.0,6.0,1
4911,3604.0,1,1,350000.0,1.0,2
4913,3606.0,1,1,1600000.0,1.0,2
4915,3608.0,0,0,0.0,0.0,1
4916,3609.1,1,1,7000.0,6.0,1
4917,3609.2,1,1,10000.0,6.0,2
4919,3610.0,1,0,0.0,0.0,1
4922,3611.0,1,1,92570.0,6.0,3
4923,3612.0,1,1,8000.0,6.0,1
4924,3613.1,1,1,7190.0,6.0,2
4926,3613.2,1,1,6800.0,6.0,2
4928,3614.0,1,1,7850.0,6.0,2
4930,3615.0,0,0,0.0,0.0,1
4931,3616.0,1,1,12800.0,5.0,1
4932,3617.0,0,0,0.0,0.0,1
4933,3618.0,1,1,6820.0,6.0,1
4934,3619.0,1,1,200000.0,5.0,1
4935,3620.1,0,0,0.0,0.0,1
4936,3620.2,0,0,0.0,0.0,1
4937,3621.0,1,1,6250.0,6.0,1
4939,3622.0,1,1,6800.0,6.0,2
4940,3623.1,1,1,20200.0,6.0,2
4942,3623.2,1,1,2000.0,6.0,1
4943,3624.0,1,1,29000.0,6.0,2
4945,3625.1,1,1,300000.0,1.0,1
4946,3625.2,1,1,6100.0,6.0,1
4947,3626.0,1,1,160000.0,5.0,3
4950,3627.0,1,1,49000.0,5.0,1
4951,3628.0,1,0,0.0,0.0,1
4952,3629.0,1,1,26450.0,6.0,2
4954,3630.0,0,0,0.0,0.0,1
4955,3631.1,1,1,12600.0,6.0,1
4956,3631.2,1,1,16000.0,1.0,1
4957,3632.1,1,1,22400.0,5.0,1
4958,3633.2,1,1,8400.0,6.0,1
4959,3634.0,1,1,10430.0,6.0,2
4961,3635.0,1,1,1870.0,6.0,1
4962,3636.0,1,1,2220.0,7.0,1
4963,3637.0,1,1,7570.0,6.0,2
4965,3638.0,1,0,0.0,0.0,1
4966,3639.0,1,1,67000.0,6.0,2
4968,3640.0,1,1,2000.0,1.0,1
4969,3641.0,1,1,112000.0,6.0,1
4970,3642.0,1,1,4650.0,6.0,1
4971,3643.0,1,1,30000.0,6.0,2
4973,3644.0,0,0,0.0,0.0,1
4974,3646.0,1,1,12000.0,1.0,1
4975,3647.1,1,1,300000.0,6.0,2
4977,3647.2,0,0,0.0,0.0,1
4978,3648.1,1,1,2000.0,6.0,1
4979,3648.2,1,1,3000.0,5.0,1
4980,3648.3,1,1,16000.0,5.0,2
4982,3649.0,1,1,7000.0,6.0,2
4984,3650.0,1,1,200000.0,1.0,1
4985,3651.0,1,1,23000.0,5.0,1
4986,3652.0,1,1,9000.0,5.0,1
4988,3654.0,1,1,74250.0,5.0,2
4989,3655.0,1,1,930000.0,1.0,3
4992,3656.0,1,1,200000.0,1.0,1
4993,3657.0,1,1,46932.0,2.0,1
4994,3659.0,1,1,100000.0,1.0,1
4995,3660.0,1,1,170000.0,1.0,2
4997,3661.0,1,1,10000.0,6.0,1
4998,3662.0,1,1,4000.0,6.0,2
5000,3663.0,1,1,7500.0,6.0,1
5001,3664.0,1,1,1750.0,6.0,1
5002,3665.0,1,1,231000.0,6.0,3
5005,3666.0,1,0,0.0,0.0,1
5007,3667.0,1,1,128000.0,6.0,3
5009,3668.0,1,1,207000.0,1.0,2
5011,3669.0,1,1,300000.0,1.0,1
5013,3670.0,1,1,112000.0,5.0,2
5014,3671.0,1,1,1600.0,6.0,2
5016,3672.0,1,1,8250.0,6.0,1
5017,3674.0,1,0,0.0,0.0,1
5018,3675.0,1,1,28050.0,6.0,2
5020,3676.0,1,1,250000.0,1.0,2
5022,3677.0,1,1,50000.0,1.0,1
5023,3678.0,1,1,7550.0,6.0,2
5025,3679.0,1,1,8000.0,6.0,2
5027,3681.0,1,0,0.0,0.0,1
5028,3682.0,1,1,20000.0,1.0,1
5029,3683.0,0,0,0.0,0.0,1
5030,3684.0,1,1,5000.0,6.0,1
5031,3685.0,1,0,0.0,0.0,1
5032,3686.0,1,1,900.0,6.0,1
5033,3687.0,1,1,4800.0,5.0,1
5034,3688.0,1,1,22500.0,5.0,1
5035,3689.0,1,1,40000.0,1.0,1
5036,3690.0,1,1,100000.0,1.0,1
5037,3691.0,1,1,60000.0,1.0,1
5038,3692.0,1,1,50000.0,1.0,1
5039,3693.0,1,0,0.0,0.0,1
5040,3694.0,1,1,600000.0,1.0,2
5042,3695.0,1,1,100000.0,1.0,1
5043,3696.0,1,1,2000.0,5.0,1
5044,3697.0,1,1,3050.0,6.0,1
5045,3698.0,1,0,0.0,0.0,1
5046,3699.0,1,0,0.0,0.0,1
5047,3700.0,1,0,0.0,0.0,1
5048,3701.0,1,1,20000.0,6.0,1
5049,3702.0,1,1,7700.0,6.0,3
5052,3703.0,1,1,5000.0,6.0,1
5053,3704.0,1,1,3240.0,6.0,1
5054,3705.0,1,1,20000.0,1.0,1
5055,3706.0,1,0,0.0,0.0,1
5056,3707.0,1,1,6180.0,6.0,2
5058,3708.0,1,1,12000.0,5.0,2
5060,3709.0,1,1,2200.0,6.0,1
5061,3710.0,1,0,0.0,0.0,1
5063,3711.0,1,1,12500.0,6.0,2
5064,3712.0,1,0,0.0,0.0,1
5065,3713.0,1,1,4150.0,6.0,1
5066,3714.0,1,0,0.0,0.0,1
5067,3715.0,1,0,0.0,0.0,1
5068,3717.0,1,1,32704.0,6.0,4
5072,3718.0,1,1,1250.0,7.0,1
5073,3719.0,1,1,11800.0,6.0,3
5076,3720.0,1,1,30000.0,6.0,1
5077,3721.0,1,1,313500.0,5.0,2
5079,3722.0,1,1,9000.0,6.0,1
5080,3723.0,1,1,4110.0,6.0,2
5082,3724.0,1,1,150000.0,1.0,1
5083,3725.0,1,1,5000.0,5.0,1
5084,3726.0,1,0,0.0,0.0,1
5085,3727.0,1,1,2000.0,6.0,1
5086,3728.0,1,1,70000.0,5.0,1
5087,3729.0,1,1,600000.0,1.0,2
5089,3730.0,1,0,0.0,0.0,1
5090,3731.0,1,0,0.0,0.0,1
5091,3732.0,1,0,0.0,0.0,1
5092,3733.0,1,0,0.0,0.0,1
5093,3734.0,1,0,0.0,0.0,1
5094,3735.0,1,0,0.0,0.0,1
5097,3736.0,1,1,32500.0,6.0,3
5098,3737.0,1,1,4000.0,5.0,1
5099,3738.0,1,1,20000.0,6.0,2
5101,3739.0,1,1,40000.0,6.0,1
5102,3740.0,1,0,0.0,0.0,1
5103,3741.0,1,0,0.0,0.0,1
5104,3742.0,1,1,5580.0,6.0,2
5106,3743.0,1,1,8950.0,5.0,2
5108,3744.0,1,0,0.0,0.0,1
5109,3745.0,1,1,50000.0,1.0,1
5110,3746.0,1,0,0.0,0.0,1
5111,3747.0,1,0,0.0,0.0,1
5112,3749.1,0,0,0.0,0.0,1
5113,3749.2,1,1,40000.0,2.0,1
5114,3750.0,1,1,6600.0,6.0,2
5116,3751.0,0,0,0.0,0.0,1
5117,3752.0,1,1,22800.0,6.0,3
5120,3753.0,1,1,1650.0,6.0,1
5121,3754.0,1,1,94500.0,6.0,3
5124,3755.0,1,0,0.0,0.0,1
5125,3756.0,1,1,15000.0,6.0,1
5126,3757.0,1,1,54600.0,6.0,3
5129,3758.0,1,1,60000.0,6.0,2
5131,3759.0,1,1,30000.0,5.0,2
5133,3760.0,1,1,7000.0,6.0,2
5135,3761.0,1,1,400000.0,1.0,2
5137,3762.0,1,1,50000.0,1.0,1
5138,3763.0,1,1,272000.0,1.0,2
5140,3764.0,1,1,2000.0,1.0,1
5141,3765.1,1,1,6000.0,1.0,1
5142,3765.2,1,1,4000.0,5.0,1
5143,3766.0,1,0,0.0,0.0,1
5144,3767.0,1,0,0.0,0.0,1
5145,3768.0,0,0,0.0,0.0,1
5146,3769.0,1,1,15000.0,1.0,1
5147,3770.0,1,1,250000.0,1.0,2
5149,3771.0,1,1,6000.0,5.0,1
5150,3772.0,1,0,0.0,0.0,1
5151,3773.0,1,0,0.0,0.0,1
5152,3774.0,1,1,29800.0,6.0,4
5156,3775.0,1,0,0.0,0.0,1
5157,3776.0,1,1,2500.0,6.0,1
5158,3777.0,1,1,100000.0,1.0,1
5159,3778.0,1,1,4500.0,6.0,2
5161,3779.0,1,1,12200.0,6.0,2
5163,3780.0,1,1,33500.0,5.0,1
5164,3781.1,1,1,16550.0,6.0,2
5166,3781.2,1,1,162000.0,6.0,2
5168,3782.0,1,1,7050.0,6.0,2
5170,3783.0,1,1,10250.0,7.0,2
5172,3784.1,1,1,40000.0,1.0,1
5174,3784.2,1,1,24000.0,6.0,3
5176,3784.3,1,1,60000.0,5.0,2
5178,3784.4,1,1,2200.0,6.0,1
5179,3785.0,1,1,186400.0,6.0,3
5182,3786.11,1,1,600.0,1.0,1
5183,3786.12,1,1,106000.0,1.0,2
5185,3786.2,1,1,103200.0,5.0,2
5187,3787.0,1,1,7600.0,5.0,1
5188,3788.0,1,1,227600.0,5.0,2
5192,3789.1,1,1,9600.0,6.0,3
5194,3789.2,1,1,160100.0,5.0,3
5196,3790.0,0,0,0.0,0.0,1
5197,3791.0,0,0,0.0,0.0,1
5198,3792.0,1,1,4550.0,6.0,1
5199,3793.0,1,1,7600.0,6.0,2
5201,3794.0,1,1,2500.0,6.0,1
5203,3796.0,1,1,42000.0,5.0,2
5204,3797.0,1,1,1600.0,6.0,1
5206,3798.0,1,1,153000.0,6.0,2
5207,3799.0,1,1,1500.0,6.0,1
5208,3800.0,1,0,0.0,0.0,1
5209,3801.0,1,1,80000.0,1.0,2
5211,3802.0,1,1,52000.0,6.0,2
5214,3803.0,1,1,201250.0,6.0,2
5215,3804.11,1,1,3000.0,1.0,1
5216,3804.12,1,1,5750.0,6.0,2
5218,3804.2,1,1,14000.0,6.0,3
5221,3805.0,1,1,4000.0,1.0,1
5222,3806.0,1,1,10000.0,5.0,1
5224,3807.0,1,1,26600.0,6.0,2
5225,3808.0,1,0,0.0,0.0,1
5226,3809.0,1,1,156000.0,5.0,2
5228,3810.0,1,1,150800.0,5.0,3
5232,3811.1,1,1,17000.0,6.0,2
5235,3811.2,1,1,11610.0,7.0,4
5237,3813.0,1,1,2500.0,6.0,1
5238,3814.0,0,0,0.0,0.0,1
5239,3815.0,0,0,0.0,0.0,1
5240,3816.1,1,1,500000.0,1.0,1
5241,3816.2,1,1,6350.0,6.0,1
5242,3817.0,1,1,120000.0,5.0,1
5243,3818.0,1,1,66000.0,1.0,1
5244,3819.0,1,1,4000.0,6.0,1
5245,3820.1,1,1,11200.0,6.0,2
5247,3820.2,1,1,33500.0,6.0,1
5248,3821.0,1,0,0.0,0.0,1
5249,3823.0,1,1,9000.0,1.0,1
5250,3824.0,1,0,0.0,0.0,1
5251,3825.0,1,1,12000.0,1.0,1
5252,3826.1,1,1,2100.0,1.0,1
5253,3827.0,1,1,1200.0,5.0,1
5254,3828.0,1,1,4650.0,6.0,1
5255,3829.1,1,1,104079.0,5.0,2
5257,3829.2,0,0,0.0,0.0,1
5258,3830.0,1,1,110000.0,1.0,1
5259,3831.0,1,1,50000.0,1.0,1
5260,3833.1,1,1,2000.0,5.0,1
5261,3833.2,0,0,0.0,0.0,1
5262,3834.0,1,1,3400.0,5.0,1
5263,3835.0,1,0,0.0,0.0,1
5264,3836.0,1,0,0.0,0.0,1
5265,3837.0,1,1,55000.0,1.0,1
5266,3838.0,1,1,100000.0,1.0,1
5267,3839.0,1,1,1005000.0,1.0,2
5269,3840.0,1,1,7000.0,5.0,1
5270,3841.0,1,1,12300.0,5.0,1
5271,3842.0,1,1,31000.0,5.0,2
5273,3843.0,1,1,60000.0,1.0,1
5274,3844.0,1,1,1100000.0,5.0,1
5275,3845.0,1,0,0.0,0.0,1
5276,3846.0,1,1,10000.0,1.0,1
5277,3847.0,1,1,2700.0,6.0,2
5279,3848.0,1,1,2100.0,6.0,1
5280,3849.0,1,1,17795.0,5.0,1
5281,3850.0,1,1,54800.0,6.0,3
5286,3851.0,1,1,51000.0,6.0,3
5287,3852.0,1,0,0.0,0.0,1
5288,3853.0,1,1,7000.0,6.0,1
5289,3854.0,1,1,6300.0,6.0,1
5290,3855.0,1,0,0.0,0.0,1
5292,3856.0,1,1,2200.0,6.0,2
5293,3857.0,1,1,720.0,6.0,1
5294,3858.0,1,1,3600.0,5.0,1
5295,3859.1,0,0,0.0,0.0,1
5296,3859.2,0,0,0.0,0.0,1
5297,3861.0,1,1,2200.0,5.0,1
5298,3862.0,1,1,2500.0,2.0,1
5299,3863.0,1,1,750.0,6.0,1
5300,3864.0,1,1,1800.0,6.0,1
5301,3865.1,1,1,6000.0,6.0,1
5302,3865.2,1,1,157000.0,6.0,2
5305,3865.3,1,1,61500.0,5.0,3
5307,3866.0,1,1,60000.0,1.0,1
5308,3867.0,1,1,7800.0,6.0,1
5309,3868.0,1,1,150.0,6.0,1
5310,3869.0,1,1,8000.0,6.0,1
5311,3870.0,1,1,8860.0,5.0,2
5315,3871.0,1,1,172000.0,6.0,3
5316,3872.0,1,1,11200.0,5.0,2
5318,3873.0,1,1,3000.0,6.0,1
5319,3874.0,1,0,0.0,0.0,1
5320,3875.0,1,1,3500.0,6.0,1
5321,3876.0,1,1,12200.0,5.0,1
5322,3877.0,1,1,4600.0,6.0,1
5323,3878.0,1,1,4300.0,6.0,1
5324,3879.0,1,1,22500.0,6.0,4
5328,3880.0,0,0,0.0,0.0,1
5329,3881.0,1,0,0.0,0.0,1
5330,3882.0,1,1,75000.0,1.0,1
5331,3883.0,1,0,0.0,0.0,1
5332,3884.0,1,0,0.0,0.0,1
5333,3885.0,1,0,0.0,0.0,1
5334,3886.0,1,0,0.0,0.0,1
5335,3887.0,0,0,0.0,0.0,1
5336,3889.0,1,0,0.0,0.0,1
5337,3891.1,1,1,65000.0,1.0,1
5340,3891.2,1,1,52600.0,5.0,4
5342,3892.0,1,1,1500.0,6.0,1
5344,3893.0,1,1,130000.0,6.0,2
5345,3894.0,1,1,120000.0,1.0,1
5346,3895.0,1,1,95000.0,7.0,1
5347,3896.0,0,0,0.0,0.0,1
5348,3897.0,1,1,1800.0,6.0,1
5349,3898.0,1,1,33320.0,2.0,1
5350,3899.0,1,0,0.0,0.0,1
5351,3900.0,1,0,0.0,0.0,1
5352,3901.0,1,0,0.0,0.0,1
5353,3902.0,1,1,40250.0,5.0,2
5355,3903.0,1,1,110000.0,1.0,1
5356,3904.0,1,0,0.0,0.0,1
5357,3905.0,1,0,0.0,0.0,1
5358,3907.0,1,0,0.0,0.0,1
5359,3908.1,1,0,0.0,0.0,1
5360,3908.2,1,1,3500.0,6.0,1
5361,3909.0,1,0,0.0,0.0,1
5362,3910.0,1,1,3000.0,5.0,1
5363,3911.0,1,1,19900.0,5.0,2
5365,3912.0,1,1,1200.0,6.0,1
5366,3913.0,1,1,8000.0,5.0,1
5367,3914.0,0,0,0.0,0.0,1
5368,3915.0,1,1,4500.0,5.0,1
5369,3916.0,1,0,0.0,0.0,1
5370,3917.0,1,1,8000.0,6.0,2
5372,3918.0,1,1,13000.0,6.0,2
5374,3919.0,0,0,0.0,0.0,1
5375,3920.0,1,1,14200.0,1.0,2
5377,3921.0,1,0,0.0,0.0,1
5378,3922.0,1,0,0.0,0.0,1
5379,3923.0,1,1,3000.0,5.0,1
5380,3924.0,1,0,0.0,0.0,1
5381,3925.0,1,0,0.0,0.0,1
5382,3926.0,1,0,0.0,0.0,1
5383,3927.0,1,1,2500.0,6.0,1
5384,3928.0,1,0,0.0,0.0,1
5385,3929.0,1,1,28000.0,2.0,1
5386,3930.0,1,0,0.0,0.0,1
5387,3931.0,1,1,2650.0,5.0,1
5388,3932.0,0,0,0.0,0.0,1
5389,3933.0,1,0,0.0,0.0,1
5390,3934.0,1,0,0.0,0.0,1
5391,3935.1,1,0,0.0,0.0,1
5392,3935.2,1,1,200000.0,1.0,1
5393,3936.0,1,0,0.0,0.0,1
5394,3937.0,1,0,0.0,0.0,1
5395,3938.0,1,0,0.0,0.0,1
5396,3940.0,1,0,0.0,0.0,1
5397,3941.0,0,0,0.0,0.0,1
5398,3942.0,1,1,11000.0,6.0,2
5400,3943.0,1,1,500000.0,1.0,1
5401,3944.0,1,1,223000.0,5.0,2
5403,3945.0,1,1,4000.0,6.0,1
5404,3946.0,1,1,1900.0,5.0,1
5405,3947.0,1,1,8000.0,6.0,3
5408,3948.1,1,1,3200.0,5.0,1
5409,3948.2,1,1,54500.0,5.0,2
5412,3949.0,1,1,8100.0,6.0,2
5413,3950.0,1,0,0.0,0.0,1
5414,3951.0,1,1,23525.0,6.0,3
5417,3952.1,1,0,0.0,0.0,1
5418,3952.2,1,0,0.0,0.0,1
5419,3953.0,1,0,0.0,0.0,1
5420,3954.1,1,0,0.0,0.0,1
5421,3954.2,1,0,0.0,0.0,1
5423,3955.0,1,1,10475.0,6.0,2
5424,3956.0,1,1,750.0,6.0,1
5425,3957.0,1,1,97600.0,6.0,3
5428,3958.0,1,1,100000.0,1.0,1
5429,3959.0,1,0,0.0,0.0,1
5430,3960.0,1,1,40000.0,1.0,1
5431,3961.0,0,0,0.0,0.0,1
5432,3962.0,1,1,1500.0,1.0,1
5433,3963.0,1,1,37200.0,6.0,3
5436,3964.0,1,1,8795.0,6.0,1
5437,3965.0,1,1,242000.0,2.0,2
5439,3967.1,1,1,7000.0,5.0,1
5440,3967.2,1,1,150000.0,1.0,1
5441,3967.3,1,1,80000.0,1.0,1
5442,3968.0,1,0,0.0,0.0,1
5443,3969.0,1,0,0.0,0.0,1
5444,3970.0,1,1,12000.0,1.0,1
5445,3971.0,1,1,2300.0,6.0,1
5446,3972.0,1,1,2500.0,6.0,1
5447,3973.0,1,1,3000.0,6.0,1
5448,3974.0,1,1,14200.0,6.0,2
5450,3975.0,1,1,8000.0,6.0,1
5451,3976.0,1,0,0.0,0.0,1
5452,3977.1,1,0,0.0,0.0,1
5453,3977.2,1,0,0.0,0.0,1
5454,3978.0,1,1,50000.0,1.0,1
5455,3980.0,1,0,0.0,0.0,1
5456,3981.0,1,1,12899.0,5.0,2
5458,3982.0,1,1,2800.0,5.0,1
5459,3983.0,1,1,107100.0,5.0,2
5462,3984.0,1,1,215000.0,5.0,2
5463,3985.1,1,1,269000.0,5.0,2
5465,3985.2,1,1,3000.0,6.0,1
5466,3986.0,1,1,420000.0,1.0,1
5467,3987.0,1,1,19000.0,6.0,2
5469,3988.0,1,1,40700.0,6.0,2
5471,3989.0,1,1,10000.0,1.0,1
5472,3990.0,1,1,2900.0,6.0,1
5473,3991.0,0,0,0.0,0.0,1
5474,3992.0,1,1,280000.0,1.0,1
5475,3993.0,1,1,5100.0,6.0,1
5476,3994.0,1,1,50000.0,1.0,1
5477,3995.0,1,1,3600.0,5.0,1
5478,3996.0,1,0,0.0,0.0,1
5479,3997.0,1,0,0.0,0.0,1
5480,3998.1,1,1,7600.0,6.0,1
5481,3998.2,1,1,8000.0,6.0,1
5482,4000.1,0,0,0.0,0.0,1
5483,4000.2,1,0,0.0,0.0,1
5484,4001.0,1,1,14000.0,6.0,1
5485,4002.0,1,0,0.0,0.0,1
5486,4003.0,1,1,79800.0,6.0,3
5489,4004.0,1,1,1250.0,6.0,1
5490,4005.0,1,1,1200.0,6.0,1
5491,4007.0,1,1,500.0,6.0,1
5492,4008.0,1,0,0.0,0.0,1
5493,4009.0,1,1,3600.0,6.0,1
5496,4010.0,1,1,145000.0,6.0,6
5500,4011.0,1,0,0.0,0.0,1
