a01,e01,e02,e06_sum,e07,Savings diversification,g02_1,g02,Land Acquired,g10,f_ed,m_ed,combined_ed,Input in economic activity,Input on use of generated income,Autonomy in personal decisions in household,Year
4196.11,1,1,-0.071673135,1.056112399,-0.493815326,-0.128178835,-0.557692124,-0.494582321,-0.295904199,1.277402799,-1.887394839,-0.590985356,0.207428875,-0.4739204,-0.300585865,1
4197,1,1,-0.208281461,1.056112399,-0.493815326,-0.160897651,-0.16059151,0.042661371,-0.256099337,1.277402799,0.648186894,1.023712776,0.026718333,0.039470649,-0.053366704,1
4203,0,0,-0.236235418,-1.120578168,-0.493815326,-0.658223668,-0.764184443,0.042661371,-0.648024131,0.253629251,0.394628721,0.377833523,-2.081571323,-2.527484594,-0.877430574,1
4204,1,1,-0.234844375,1.056112399,-0.493815326,-0.664767431,-0.772126456,0.042661371,-0.638838394,-1.111402145,-1.887394839,-1.721274048,0.026718333,0.039470649,-0.671414606,1
4206,1,1,0.529170549,1.056112399,0.934376058,-0.658223668,-0.581518161,0.267326915,-0.311213762,0.253629251,-0.112487626,0.054893897,-1.780387086,-1.671832846,-1.598486459,1
4208,1,1,-0.163022673,1.056112399,0.934376058,-0.344123026,-0.732416394,-0.387133583,-0.265285075,-0.770144296,-0.619603973,-0.752455169,0.026718333,0.039470649,1.1827291,1
4212,0,0,-0.236235418,-1.120578168,-0.493815326,-0.5273484,-0.557692124,0.101269774,-0.161486243,1.277402799,1.15530324,1.346652402,-0.876834376,-1.842963196,-0.877430574,1
4222,0,0,-0.236235418,-1.120578168,-0.493815326,-0.317947972,0.435059412,1.009700017,0.324439263,0.594887101,0.141070547,0.377833523,-0.876834376,-1.842963196,-0.259382672,1
4226,1,1,-0.103121336,1.056112399,0.934376058,-0.664767431,-0.772126456,0.042661371,-0.663333693,0.594887101,1.15530324,1.023712776,-0.274465904,-0.245746601,0.35866523,1
4228,0,0,-0.236235418,-1.120578168,-0.493815326,-0.317947972,0.212683068,0.736194137,-0.173580797,0.253629251,1.15530324,0.862242963,-2.322518712,-2.185223895,-0.877430574,1
4231,1,1,-0.169678377,-0.757796407,-0.493815326,-0.344123026,0.538305572,1.175757158,0.359345065,-0.770144296,-0.619603973,-0.752455169,0.32790257,0.895122396,0.935509939,1
4237,1,1,-0.227130414,1.056112399,-0.493815326,-0.677854958,-0.78801048,0.042661371,-0.693952818,0.594887101,-1.887394839,-0.913924982,0.930271042,0.895122396,1.1827291,1
4241,0,0,-0.236235418,-1.120578168,-0.493815326,1.494674482,1.721665402,-0.113627703,0.494069213,0.594887101,0.648186894,0.700773149,0.207428875,-1.158441798,-0.877430574,1
4245,1,1,-0.229579714,1.056112399,-0.493815326,1.331080397,0.347697277,-1.559301639,-0.321930455,0.594887101,0.394628721,0.539303336,-0.425058022,-1.671832846,-0.671414606,1
4252,1,1,0.961791313,-0.757796407,0.934376058,-0.180528942,0.077668859,0.365007586,-0.280594637,0.253629251,1.15530324,0.862242963,0.930271042,-0.131659701,0.770697166,1
4260,0,0,-0.236235418,-1.120578168,-0.493815326,0.143387345,-0.093084405,-0.32852518,-0.418380697,1.277402799,1.15530324,1.346652402,-0.153992209,-0.131659701,0.564681198,1
4272,1,1,-0.232241995,1.056112399,-0.493815326,-0.442279477,-0.621228222,-0.103859636,-0.654147956,0.594887101,-0.619603973,-0.106575916,0.930271042,0.895122396,1.1827291,1
4275,1,1,-0.22292401,1.056112399,-0.493815326,-0.095460018,0.39534935,0.628745399,-0.378575835,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,0.935509939,1
4279,1,1,-0.103121336,-0.757796407,-0.493815326,-0.514260874,-0.565634136,0.071965572,-0.551267698,0.594887101,0.648186894,0.700773149,-0.425058022,-0.388355225,0.193852457,1
4282,1,1,-0.169678377,1.056112399,-0.493815326,0.552372556,0.840102038,0.208718512,-0.562290583,-1.111402145,-0.619603973,-0.913924982,-0.515413293,-2.527484594,-0.053366704,1
4284,1,0,-0.236235418,-1.120578168,-0.493815326,7.593461945,3.453024081,-7.088027636,-0.101472759,-1.111402145,-0.619603973,-0.913924982,-0.876834376,-0.816181099,-2.525558312,1
4285,0,0,-0.236235418,-1.120578168,-0.493815326,1.23946771,0.069726847,-1.764431049,-0.612812138,-1.111402145,-0.619603973,-0.913924982,-0.274465904,-0.245746601,-0.465398638,1
4288,1,1,-0.163022673,1.056112399,2.362567443,1.23946771,1.53899912,0.042661371,0.108268244,-0.087628598,0.141070547,0.054893897,0.930271042,0.895122396,-0.671414606,1
4298,1,1,0.282909499,1.056112399,2.362567443,6.016414972,8.130869317,1.019468084,0.58929469,1.277402799,1.15530324,1.346652402,0.930271042,0.895122396,1.1827291,1
4303,1,1,-0.182989785,1.056112399,-0.493815326,-0.612417324,-0.708590357,0.042661371,-0.602095444,-1.111402145,0.394628721,-0.26804573,0.32790257,0.895122396,1.1827291,1
4306,1,1,-0.196301193,1.056112399,2.362567443,0.820666854,0.617725694,-0.46527812,0.157258843,0.594887101,-0.619603973,-0.106575916,0.930271042,0.895122396,1.1827291,1
4314,1,1,-0.195635623,1.056112399,0.934376058,-0.671311195,-0.732416394,0.101269774,-0.700689025,0.253629251,0.648186894,0.539303336,0.026718333,0.039470649,-0.671414606,1
4334,1,1,-0.209612601,1.056112399,-0.493815326,-0.121635071,-0.112939436,0.042661371,0.460388176,0.594887101,1.15530324,1.023712776,-0.876834376,-0.816181099,1.1827291,1
4340,1,1,-0.167082652,1.056112399,0.934376058,-0.677854958,-0.78801048,0.042661371,-0.676499917,0.253629251,-0.366045799,-0.106575916,-0.876834376,-0.816181099,-1.289462508,1
4341,1,1,-0.169678377,0.693330638,-0.493815326,0.120484174,0.70508783,0.687353802,0.573678937,1.618660648,1.408861414,1.669592028,-0.876834376,-0.816181099,1.1827291,1
4342,1,1,-0.232241995,0.693330638,-0.493815326,1.056242336,0.919522161,-0.445741986,-0.127835825,1.277402799,0.648186894,1.023712776,0.026718333,0.039470649,-0.053366704,1
4344,1,1,-0.233573136,1.056112399,-0.493815326,0.944998359,1.729607415,0.716658003,0.615933329,-0.087628598,-0.619603973,-0.429515543,-0.425058022,-0.388355225,-0.053366704,1
4354,1,1,-0.216268305,1.056112399,-0.493815326,-0.599329797,-0.76815545,-0.050135267,-0.703138555,-0.770144296,-0.112487626,-0.429515543,-0.274465904,-0.245746601,-0.795024186,1
4362,0,0,-0.236235418,-1.120578168,-0.493815326,-0.651679904,-0.756242431,0.042661371,-0.657209869,0.594887101,0.394628721,0.539303336,0.930271042,0.895122396,0.564681198,1
4364,1,1,0.004434841,1.056112399,0.934376058,-0.154353888,-0.152649497,0.042661371,-0.066260765,0.594887101,0.394628721,0.539303336,-0.876834376,-0.816181099,-0.671414606,1
4368,1,1,-0.143055561,0.693330638,0.934376058,0.441128579,0.895696124,0.443152123,0.001713691,0.594887101,1.15530324,1.023712776,0.026718333,0.039470649,0.564681198,1
4375,0,0,-0.236235418,-1.120578168,-0.493815326,-0.102003781,-0.311489743,-0.230844509,-0.592909707,1.277402799,0.648186894,1.023712776,0.478494688,0.467296522,1.1827291,1
4382,0,0,-0.236235418,-1.120578168,-0.493815326,-0.586242271,-0.676822308,0.042661371,-0.57147632,0.253629251,-0.619603973,-0.26804573,0.930271042,0.895122396,1.1827291,1
4386,0,0,-0.236235418,-1.120578168,-0.493815326,0.833754381,1.086304419,0.091501706,4.202045191,-0.087628598,1.662419587,1.023712776,0.568849959,0.552861697,1.1827291,1
4389,1,1,-0.129744153,1.056112399,0.934376058,-0.403016896,-0.454445964,0.042661371,-0.25916125,-0.087628598,-1.887394839,-1.236864609,-0.876834376,-0.816181099,0.564681198,1
4392,1,1,-0.202956897,1.056112399,-0.493815326,0.539285029,0.583257361,-0.087644645,0.285859166,1.277402799,1.408861414,1.508122215,-2.683939795,-2.527484594,-1.042243347,1
4394.1,1,1,-0.219596157,1.056112399,-0.493815326,0.342972128,-0.112939436,-0.650871396,1.265671151,1.277402799,1.662419587,1.669592028,-0.515413293,-0.131659701,-0.053366704,1
4398,1,1,-0.163022673,1.056112399,-0.493815326,-0.108547544,-0.414735903,-0.348061314,-0.2714089,1.277402799,1.15530324,1.346652402,-1.780387086,-1.671832846,0.193852457,1
4401,1,1,-0.216268305,1.056112399,-0.493815326,-0.40956066,-0.406793891,0.111037841,-0.625825266,-1.111402145,-1.887394839,-1.721274048,-0.575650139,-0.816181099,-0.671414606,1
4405,1,1,-0.088245838,1.056112399,3.790758827,-0.442279477,-0.637112247,-0.12339577,-0.494928509,-0.770144296,-1.887394839,-1.559804235,-2.683939795,-1.500702497,-0.465398638,1
4406,1,1,-0.219596157,1.056112399,-0.493815326,0.127027937,1.578709181,1.752073119,0.745146034,-1.111402145,-0.873162146,-1.075394795,-0.515413293,-0.4739204,0.152649264,1
4407.2,1,1,-0.21120997,1.056112399,-0.493815326,-0.645136141,-0.732416394,0.062197505,-0.448999822,-0.770144296,0.394628721,-0.106575916,0.930271042,0.895122396,1.1827291,1
4415,1,1,-0.216268305,1.056112399,-0.493815326,-0.298316682,-0.327373768,0.042661371,-0.381637748,-1.111402145,-1.126720319,-1.236864609,-2.683939795,-2.527484594,-1.289462508,1
4421.1,1,1,-0.22292401,1.056112399,-0.493815326,-0.46845453,-0.541808099,0.032893304,-0.658128442,-0.428886447,-0.619603973,-0.590985356,-0.876834376,-0.816181099,0.564681198,1
4426,1,1,-0.209612601,1.056112399,-0.493815326,0.267718849,0.407262369,0.101269774,-0.292229904,1.277402799,1.15530324,1.346652402,-1.780387086,-1.671832846,-1.08344654,1
4430,1,1,-0.212141769,1.41889416,0.934376058,-0.461910767,-0.343257792,0.267326915,-0.323461411,0.594887101,-0.619603973,-0.106575916,0.568849959,0.552861697,0.688290778,1
4432,1,1,-0.135068716,1.056112399,0.934376058,-0.432463831,-0.557692124,-0.0403672,-0.700076643,0.253629251,-0.619603973,-0.26804573,0.207428875,0.210600998,1.1827291,1
4433,1,0,-0.236235418,-1.120578168,-0.493815326,0.755229221,0.784507952,-0.162468039,-0.192411558,-0.087628598,1.15530324,0.700773149,0.930271042,0.895122396,1.1827291,1
4437,0,0,-0.236235418,-1.120578168,-0.493815326,0.310253311,-0.05734535,-0.53365459,-0.531671458,1.277402799,1.408861414,1.508122215,0.930271042,-0.816181099,0.564681198,1
4447.1,1,0,-0.236235418,-1.120578168,-0.493815326,1.285274054,1.594593206,0.042661371,-0.381637748,1.959918497,1.408861414,1.831061841,-0.876834376,-0.816181099,-0.671414606,1
4449,1,0,-0.236235418,-1.120578168,-0.493815326,0.310253311,0.435059412,0.071965572,0.588988499,-0.428886447,-0.619603973,-0.590985356,0.930271042,0.895122396,0.564681198,1
4466,1,1,0.229663866,-0.757796407,-0.493815326,-0.422648186,-0.255895657,0.316167251,-0.020332079,0.594887101,0.394628721,0.539303336,0.930271042,0.895122396,1.1827291,1
4475,1,1,-0.198690591,1.056112399,-0.493815326,-0.677854958,-0.780068468,0.052429438,-0.678643256,-1.111402145,-1.887394839,-1.721274048,0.568849959,0.552861697,0.441071618,1
4489,1,0,-0.236235418,-1.120578168,-0.493815326,-0.664767431,-0.772126456,0.042661371,-0.693952818,-0.770144296,-0.619603973,-0.752455169,0.930271042,0.895122396,0.770697166,1
4490,1,0,-0.236235418,-1.120578168,-0.493815326,5.721945621,6.979277536,0.042661371,0.791074721,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,-0.053366704,1
4493.1,1,1,-0.228248573,1.056112399,-0.493815326,-0.043109911,-0.041461325,0.013357169,-0.10912754,-1.111402145,-0.366045799,-0.752455169,0.930271042,0.895122396,1.1827291,1
4493.2,1,0,-0.236235418,-1.120578168,-0.493815326,-0.043109911,-0.780068468,-0.895073074,-0.69701473,-1.111402145,-0.366045799,-0.752455169,0.930271042,0.895122396,1.1827291,1
